id	speed	density	flow
-1	65.000000	0.000000	0.000000
-2	65.000000	0.215562	6.191379
-3	65.000000	0.215710	6.205435
-4	65.000000	0.221388	6.547211
-5	65.000000	0.384939	11.419951
-6	65.000000	0.384752	11.449536
-7	65.000000	0.387021	11.479218
-8	65.000000	0.376640	11.152031
-9	65.000000	0.356725	10.591231
-10	65.000000	0.356958	10.618278
-11	65.000000	0.427125	9.793105
-12	65.000000	0.279805	9.814407
-13	65.000000	0.278489	9.835436
-14	65.000000	0.447499	11.099230
-15	65.000000	0.269707	10.774844
-16	65.000000	0.358388	10.803052
-17	65.000000	0.348985	10.488103
-18	65.000000	0.350227	10.517080
-19	65.000000	0.282117	9.835727
-20	65.000000	0.255281	9.856721
-21	65.000000	0.262461	9.878462
-22	65.000000	0.245676	9.292471
-23	65.000000	0.515450	8.737085
-24	65.000000	0.293352	8.880663
-25	65.000000	0.277072	8.297402
-26	65.000000	0.239547	8.181694
-27	65.000000	0.248548	8.214529
-28	65.000000	0.244276	8.319766
-29	65.000000	0.441177	8.385846
-30	65.000000	0.293687	8.432703
-31	65.000000	0.276965	7.978880
-32	65.000000	0.277814	8.029661
-33	65.000000	0.275382	7.528216
-34	65.000000	0.278184	7.582740
-35	65.000000	0.279044	7.638528
-36	65.000000	0.291568	7.697214
-37	65.000000	0.302012	7.324923
-38	65.000000	0.224721	7.368756
-39	65.000000	0.258768	7.515055
-40	65.000000	0.266291	7.565183
-41	65.000000	0.264004	7.613381
-42	65.000000	0.248136	7.222679
-43	65.000000	0.254441	7.459685
-44	65.000000	0.358444	7.485348
-45	65.000000	0.353978	7.535872
-46	65.000000	0.325099	7.579710
-47	65.000000	0.299990	7.618048
-48	65.000000	0.424394	7.225650
-49	65.000000	0.342353	7.261255
-50	65.000000	0.251115	7.253363
-51	65.000000	0.252670	7.277629
-52	65.000000	0.254246	7.300036
-53	65.000000	0.238134	6.877455
-54	65.000000	0.239532	6.893874
-55	65.000000	0.221267	6.392052
-56	65.000000	0.236226	6.779198
-57	65.000000	0.235915	6.789895
-58	65.000000	0.237574	6.798898
-59	65.000000	0.237078	7.061483
-60	65.000000	0.184864	5.276329
-61	65.000000	0.191004	5.195186
-62	65.000000	0.169949	5.184227
-63	65.000000	0.184551	5.155800
-64	65.000000	0.179529	5.142115
-65	65.000000	0.187454	5.126781
-66	65.000000	0.181549	5.111033
-67	65.000000	0.181196	5.094482
-68	65.000000	0.183159	5.076949
-69	65.000000	0.176069	5.059378
-70	65.000000	0.223191	5.115069
-71	65.000000	0.136967	5.100183
-72	65.000000	0.178626	5.079963
-73	65.000000	0.177590	5.058906
-74	65.000000	0.178265	5.036696
-75	65.000000	0.175096	5.013693
-76	65.000000	0.214866	4.874952
-77	65.000000	0.168350	4.850286
-78	65.000000	0.164800	4.415068
-79	65.000000	0.137141	4.388657
-80	65.000000	0.182649	4.190714
-81	65.000000	0.161296	4.154098
-82	65.000000	0.159436	4.115579
-83	65.000000	0.137633	3.551057
-84	65.000000	0.147215	3.347556
-85	65.000000	0.158578	3.520154
-86	65.000000	0.122915	3.462263
-87	65.000000	0.124979	3.401047
-88	65.000000	0.170893	2.711846
-89	65.000000	0.119441	2.655606
-90	65.000000	0.121147	2.637701
-91	65.000000	0.076520	2.598248
-92	65.000000	0.076028	2.558468
-93	65.000000	0.088049	2.511574
-94	65.000000	0.084471	2.466107
-95	65.000000	0.085504	2.419627
-96	65.000000	0.083640	2.373846
-97	65.000000	0.081813	2.328925
-98	65.000000	0.083151	2.166706
-99	65.000000	0.067056	2.130071
-100	65.000000	0.073573	2.090659
-101	65.000000	0.051538	1.493403
-102	65.000000	0.042942	1.479122
-103	65.000000	0.038568	0.950447
-104	65.000000	0.031753	0.953699
-105	65.000000	0.030989	0.889819
-106	65.000000	0.031218	0.896120
-107	65.000000	0.031299	0.904218
-108	65.000000	0.031427	0.914156
-109	65.000000	0.031998	0.926040
-110	65.000000	0.032342	0.939625
-111	65.000000	0.032739	0.954641
-112	65.000000	0.033383	0.970823
-113	65.000000	0.033012	0.987234
-114	65.000000	0.034421	1.004327
-115	65.000000	0.034116	0.989635
-116	65.000000	0.034754	1.005843
-117	65.000000	0.035137	1.021350
-118	65.000000	0.035992	1.014139
-119	65.000000	0.036518	1.028172
-120	65.000000	0.036840	1.041397
-121	65.000000	0.037955	1.091053
-122	65.000000	0.034934	1.028581
-123	65.000000	0.036020	1.034829
-124	65.000000	0.036446	1.023774
-125	65.000000	0.036734	1.027520
-126	65.000000	0.036705	1.029320
-127	65.000000	0.037019	1.028620
-128	65.000000	0.038682	1.084535
-129	65.000000	0.030542	1.079219
-130	65.000000	0.029076	1.071907
-131	65.000000	0.051694	0.987605
-132	65.000000	0.041890	0.893131
-133	65.000000	0.026564	0.871915
-134	65.000000	0.025658	0.890658
-135	65.000000	0.030188	0.861868
-136	65.000000	0.030677	0.847120
-137	65.000000	0.029614	0.814102
-138	65.000000	0.028335	0.780452
-139	65.000000	0.026597	0.749684
-140	65.000000	0.025503	0.716054
-141	65.000000	0.024418	0.682459
-142	65.000000	0.020552	0.661220
-143	65.000000	0.023294	0.627146
-144	65.000000	0.029390	0.568210
-145	65.000000	0.000000	0.000000
-146	65.000000	0.039059	1.105640
-147	65.000000	0.039109	1.108152
-148	65.000000	0.027586	0.782528
-149	65.000000	0.047964	1.364945
-150	65.000000	0.047944	1.368480
-151	65.000000	0.048262	1.372031
-152	65.000000	0.061249	1.732563
-153	65.000000	0.057996	1.645434
-154	65.000000	0.058086	1.649639
-155	65.000000	0.115530	2.515539
-156	65.000000	0.075524	2.520847
-157	65.000000	0.074884	2.526225
-158	65.000000	0.055705	1.299921
-159	65.000000	0.033593	1.261849
-160	65.000000	0.044596	1.265200
-161	65.000000	0.043424	1.228325
-162	65.000000	0.043588	1.231720
-163	65.000000	0.056752	1.940878
-164	65.000000	0.053968	1.945226
-165	65.000000	0.053268	1.949343
-166	65.000000	0.051187	1.833849
-167	65.000000	0.105180	1.724396
-168	65.000000	0.060161	1.619747
-169	65.000000	0.056816	1.513484
-170	65.000000	0.046819	1.666166
-171	65.000000	0.048366	1.672804
-172	65.000000	0.047041	1.607715
-173	65.000000	0.086723	1.620749
-174	65.000000	0.057418	1.629675
-175	65.000000	0.054152	1.541980
-176	65.000000	0.054270	1.551789
-177	65.000000	0.075060	2.120128
-178	65.000000	0.075822	2.135472
-179	65.000000	0.076069	2.151184
-180	65.000000	0.080430	2.167886
-181	65.000000	0.081656	2.062688
-182	65.000000	0.061084	2.075276
-183	65.000000	0.069239	1.992330
-184	65.000000	0.071255	2.005618
-185	65.000000	0.070654	2.018392
-186	65.000000	0.066366	1.914799
-187	65.000000	0.059454	1.730179
-188	65.000000	0.063321	1.771476
-189	65.000000	0.062571	1.783681
-190	65.000000	0.057453	1.794470
-191	65.000000	0.053821	1.804003
-192	65.000000	0.074261	1.710266
-193	65.000000	0.060541	1.719511
-194	65.000000	0.061593	1.759822
-195	65.000000	0.061993	1.765706
-196	65.000000	0.062379	1.771138
-197	65.000000	0.058427	1.668603
-198	65.000000	0.058751	1.672580
-199	65.000000	0.077617	2.192534
-200	65.000000	0.062534	1.821235
-201	65.000000	0.062452	1.824115
-202	65.000000	0.062920	1.826542
-203	65.000000	0.053071	1.572943
-204	65.000000	0.041649	1.175269
-205	65.000000	0.046489	1.242650
-206	65.000000	0.041338	1.240033
-207	65.000000	0.044110	1.252301
-208	65.000000	0.042897	1.248980
-209	65.000000	0.044791	1.245262
-210	65.000000	0.043389	1.241438
-211	65.000000	0.043296	1.237422
