id	speed 	density	flow
-1	65.000000	0.000000	0.000000
-2	65.000000	0.283258	8.140334
-3	65.000000	0.283787	8.168446
-4	65.000000	0.291591	8.628181
-5	65.000000	0.494532	14.672026
-6	65.000000	0.494345	14.711589
-7	65.000000	0.497313	14.751283
-8	65.000000	0.484024	14.332339
-9	65.000000	0.441367	13.093904
-10	65.000000	0.440946	13.106315
-11	65.000000	0.526531	12.062810
-12	65.000000	0.344455	12.072584
-13	65.000000	0.342373	12.082234
-14	65.000000	0.549110	13.608897
-15	65.000000	0.329510	13.155655
-16	65.000000	0.437300	13.173401
-17	65.000000	0.424399	12.748269
-18	65.000000	0.425489	12.770880
-19	65.000000	0.342451	11.933389
-20	65.000000	0.309639	11.949766
-21	65.000000	0.318099	11.966721
-22	65.000000	0.298768	11.293185
-23	65.000000	0.628074	10.637004
-24	65.000000	0.356832	10.793074
-25	65.000000	0.337933	10.109053
-26	65.000000	0.291592	9.948357
-27	65.000000	0.301941	9.967980
-28	65.000000	0.296160	10.075252
-29	65.000000	0.532847	10.115945
-30	65.000000	0.353781	10.145339
-31	65.000000	0.332126	9.554132
-32	65.000000	0.332127	9.585283
-33	65.000000	0.328142	8.957204
-34	65.000000	0.330405	8.992946
-35	65.000000	0.330376	9.030768
-36	65.000000	0.344112	9.071940
-37	65.000000	0.353623	8.564472
-38	65.000000	0.262459	8.594573
-39	65.000000	0.301408	8.742260
-40	65.000000	0.309360	8.778283
-41	65.000000	0.305961	8.813436
-42	65.000000	0.285297	8.294572
-43	65.000000	0.291851	8.546774
-44	65.000000	0.409837	8.549330
-45	65.000000	0.403577	8.582805
-46	65.000000	0.369718	8.611227
-47	65.000000	0.340393	8.635425
-48	65.000000	0.477591	8.122255
-49	65.000000	0.384128	8.138318
-50	65.000000	0.281156	8.112171
-51	65.000000	0.282251	8.120762
-52	65.000000	0.283362	8.127173
-53	65.000000	0.263323	7.596416
-54	65.000000	0.264249	7.596696
-55	65.000000	0.243529	7.027255
-56	65.000000	0.259380	7.435352
-57	65.000000	0.258441	7.429988
-58	65.000000	0.259664	7.423069
-59	65.000000	0.258572	7.693680
-60	65.000000	0.198430	5.668810
-61	65.000000	0.205466	5.594270
-62	65.000000	0.183205	5.594925
-63	65.000000	0.199462	5.579446
-64	65.000000	0.194580	5.581150
-65	65.000000	0.203844	5.583974
-66	65.000000	0.198134	5.587936
-67	65.000000	0.198544	5.593315
-68	65.000000	0.201601	5.600365
-69	65.000000	0.194721	5.608738
-70	65.000000	0.248481	5.709792
-71	65.000000	0.153154	5.719040
-72	65.000000	0.200973	5.732939
-73	65.000000	0.201142	5.748678
-74	65.000000	0.203373	5.766443
-75	65.000000	0.201295	5.785789
